,total_costs,nr_uncovered_DPs,total_uncovered_demand,max_distr_time
3,268273.71507767506,22.0,7259.951735796754,53089.38381848
8,388271.99974697107,18.0,6051.464572877712,53089.38381848
9,792347.8579429524,16.0,4052.313655258029,29375.540843522624
11,448960.47551644634,16.0,4973.754102800485,47050.60098116
12,936284.6195129089,13.0,2862.9968200418043,27791.53349365291
13,343229.11135286366,20.0,6182.241265719527,40028.05018504
