,total_costs,nr_uncovered_DPs,total_uncovered_demand,max_distr_time
7,392806.5156444304,19.0,5943.081193846618,58540.93682620135
9,625033.417606969,17.0,4167.946330131579,77261.09049444436
12,756711.0546306033,14.0,3083.568299234963,77261.09049444436
13,251586.8451771092,21.0,5931.746392445404,77261.09049444436
14,177183.77178369983,23.0,7019.951914981306,77261.09049444436
15,215788.53617430493,22.0,6593.34446208545,77261.09049444436
19,214606.9153548172,22.0,6885.800113572341,51214.83364
