,total_costs,nr_uncovered_DPs,total_uncovered_demand,max_distr_time
3,254324.43883499864,21.0,6308.8949527743025,77261.09049444436
7,1133163.5543787125,19.0,5636.510083092391,58540.93682620135
9,1411398.8866554687,17.0,3640.035174204668,77261.09049444436
12,1572698.7475002415,14.0,2421.6993572552965,77261.09049444436
19,954963.9540890993,22.0,6579.229002818114,46428.26500395354
