,total_costs,nr_uncovered_DPs,total_uncovered_demand,max_distr_time
7,1078532.4399225786,14.0,3047.9643293640947,57150.213922502146
8,984631.0411831641,14.0,2953.6771291848418,75425.6438148943
11,1046788.8820452588,12.0,1885.0102476389475,75527.60888064088
13,948169.8550701664,16.0,3015.8586396600786,83918.66726055638
16,878278.4490472118,18.0,4084.525521205973,90405.99957290296
19,907205.4642152637,17.0,3966.9608015698723,46290.56784183566
