,total_costs,nr_uncovered_DPs,total_uncovered_demand,max_distr_time
3,168412.109060186,25.0,7235.695895261993,86654.28800271584
7,384860.6440273251,21.0,6158.825174127305,58540.93682620135
8,234552.11544264358,22.0,6658.8820828144,77261.09049444436
9,618129.9198040208,19.0,4378.165109097634,86654.28800271584
12,754092.0438309453,16.0,3266.85655284152,86654.28800271584
13,211734.03778424446,24.0,6575.2727176354,85960.787571172
19,206661.04373771188,24.0,7101.544093853028,50603.159120000004
