i,total_costs,nr_uncovered_DPs,total_uncovered_demand,max_distr_time
4.0,336376772.6701308,9.0,1343521.2766502867,8.920641424537408
11.0,311942941.5741205,10.0,1471625.9091481217,8.374750321944564
