i,total_costs,nr_uncovered_DPs,total_uncovered_demand,max_distr_time
10.0,33071551.600851014,17.0,3446879.0646358295,8.51311415843612
14.0,84688802.04551157,16.0,3116589.191545156,4.998727571017827
15.0,37117996.00489846,17.0,3349357.7643496706,4.767493789070956
