pol_i,max_distr_time_regret,nr_uncovered_DPs_regret,total_costs_regret,total_uncovered_demand_regret,max_distr_time_sigN,nr_uncovered_DPs_sigN,total_costs_sigN,total_uncovered_demand_sigN
4,0.0,3.0,71240356.24843347,400521.63610226754,109.39803634821082,40.17719326121374,2.8920754739725075e+17,787800456815.9585
11,1.8400757377271688,1.0,159190552.60866785,247301.71007435257,107.5281287475049,36.55028119243544,3.275095271935429e+17,780877326450.5671
14,0.0,3.0,5999576.053187609,400521.63610226754,109.39803634821082,43.24561976845188,2.744089349295921e+17,865804072920.0715
15,3.340967987485973,0.0,305137401.3011043,36651.76684648637,101.94652676052712,32.53026893832854,3.602324809745655e+17,676264578432.7909
