pol_i,max_distr_time_regret,nr_uncovered_DPs_regret,total_costs_regret,total_uncovered_demand_regret,max_distr_time_sigN,nr_uncovered_DPs_sigN,total_costs_sigN,total_uncovered_demand_sigN
11,0.0,3.0,436043553.5055609,408228.69655293645,109.30167932857573,42.639678017978355,2.6116902213913642e+17,878508198782.5403
12,2.145991458604173,5.0,99489802.75891352,1663752.1471627979,107.58336259030747,58.94999362886129,2.134848264593398e+17,1312546109906.0762
15,0.0,6.0,377434897.75932705,1556536.8216120484,109.30167932857573,62.436400519869125,2.9576735961574515e+17,1335760506086.811
