i,total_costs,nr_uncovered_DPs,total_uncovered_demand,max_distr_time
8.0,329362029.5896756,10.0,1407002.9235069286,12.7137266842575
10.0,301281224.71055824,10.0,1435552.2571378835,7.1799277889776665
14.0,336376772.6701308,9.0,1343521.2766502867,8.920641424537408
16.0,283684873.64306605,11.0,1496821.5051883492,7.0388615732807525
