pol_i,max_distr_time_regret,nr_uncovered_DPs_regret,total_costs_regret,total_uncovered_demand_regret,max_distr_time_sigN,nr_uncovered_DPs_sigN,total_costs_sigN,total_uncovered_demand_sigN
4,0.0,3.0,39855804.606769055,364881.1273834724,20.387741049050508,34.386743804750594,1.5814415872680205e+17,773365918599.8353
16,14.597052150437861,1.0,596105763.0947554,128756.4387712283,102.52083193500086,36.558635338882205,3.156180698651266e+17,779153448722.309
