i,total_costs,nr_uncovered_DPs,total_uncovered_demand,max_distr_time
3.0,237302742.02702096,12.0,1689813.0544111284,7.809276588319145
10.0,271472631.54357374,12.0,1624926.1376861841,7.809276588319145
11.0,234731350.6193803,12.0,1756648.4388584977,7.809276588319145
14.0,217134999.55188814,13.0,1817917.6869089634,7.809276588319145
15.0,269826898.5789529,11.0,1664617.4583709007,8.920641424537408
