pol_i,max_distr_time_regret,nr_uncovered_DPs_regret,total_costs_regret,total_uncovered_demand_regret,max_distr_time_sigN,nr_uncovered_DPs_sigN,total_costs_sigN,total_uncovered_demand_sigN
14,3.2522981894088527,2.0,941024160.9618437,351869.04623349244,47.14452865159226,66.92794364839982,3.992987832994249e+17,2748159114625.2246
16,7.792265732111065,3.0,1319077173.1360745,1721122.4392304542,38.05992786105982,57.92868790486678,4.5115930115671866e+17,2551103448886.176
17,6.4482594585346735,5.0,120560335.90741587,2121890.69039312,70.6622155071889,52.41648188246379,1.1970482920497245e+17,1320028062725.0212
