pol_i,max_distr_time_regret,nr_uncovered_DPs_regret,total_costs_regret,total_uncovered_demand_regret,max_distr_time_sigN,nr_uncovered_DPs_sigN,total_costs_sigN,total_uncovered_demand_sigN
3,2.697244460043743,3.0,235025728.31755614,524358.0491150855,32.685752902955315,36.141209827201926,2.394388208173329e+17,870140765887.8457
10,0.0,3.0,278203191.5788611,364449.98674925044,26.75735850363419,36.826878409950815,2.201751169454614e+17,825530899195.4095
16,12.970474254595862,2.0,685661120.8374267,524358.0491150855,97.11405692934385,39.26658102638903,4.7066490932012384e+17,908645219681.795
