pol_i,max_distr_time_regret,nr_uncovered_DPs_regret,total_costs_regret,total_uncovered_demand_regret,max_distr_time_sigN,nr_uncovered_DPs_sigN,total_costs_sigN,total_uncovered_demand_sigN
8,12.534591258695889,2.0,425755970.60340357,311290.60851625726,60.683647503367354,38.201380651416294,2.2324574146564646e+17,773421046047.2972
10,2.097966170197445,3.0,92169688.99061155,363636.26992932893,20.165466528021263,34.06861337578226,1.703554849038661e+17,757842813188.4348
14,3.8750744417637417,3.0,296977503.68335676,363636.26992932893,27.979301154284162,30.72547850715088,2.109858705003925e+17,677868656852.4548
