i,total_costs,nr_uncovered_DPs,total_uncovered_demand,max_distr_time
13.0,98820755.20011254,15.0,3461110.387190192,10.676431726167518
15.0,193820266.4279875,13.0,3113299.226881788,10.676431726167518
16.0,161245238.12003502,14.0,3353938.9046960343,14.561822200072095
