pol_i,max_distr_time_regret,nr_uncovered_DPs_regret,total_costs_regret,total_uncovered_demand_regret,max_distr_time_sigN,nr_uncovered_DPs_sigN,total_costs_sigN,total_uncovered_demand_sigN
10,3.4225801980583155,1.0,386509717.53035724,118358.38997776853,19.887958297414947,39.45596190412188,1.5344027192026886e+17,823817871218.8202
11,3.877671985582057,4.0,87806694.7597745,702108.0011451407,22.151236888962245,38.426989960336925,7.113912076756508e+16,917629826087.2676
15,6.168712340615053,4.0,287960970.88764006,702108.0011451407,28.59495430340973,35.373093935093664,9.835295985236728e+16,863480501263.7726
