i,total_costs,nr_uncovered_DPs,total_uncovered_demand,max_distr_time
3.0,80825810.41447733,14.0,2816950.570874884,7.809276588319145
11.0,234731350.6193803,12.0,1756648.4388584977,7.809276588319145
14.0,45978268.380375154,16.0,3033940.1814221297,7.809276588319145
15.0,76807727.71907024,15.0,2941909.2009345326,8.374750321944564
