i,total_costs,nr_uncovered_DPs,total_uncovered_demand,max_distr_time
3.0,61143421.070772834,15.0,2937144.2866263227,7.102174387145074
11.0,227897856.8474039,13.0,1764866.0764395858,7.102174387145074
12.0,46409731.005140625,16.0,3091959.901248686,7.53865041323652
18.0,25389393.785993036,17.0,3161668.4567158544,7.102174387145074
