i,total_costs,nr_uncovered_DPs,total_uncovered_demand,max_distr_time
4.0,266774315.19906977,11.0,1603574.3586454496,8.982303889232508
11.0,322310421.74994767,10.0,1452431.439093918,8.982303889232508
12.0,242086779.8543712,12.0,1733073.7002168854,8.384594637087242
