i,total_costs,nr_uncovered_DPs,total_uncovered_demand,max_distr_time
4.0,257346855.1203252,11.0,1627371.7453641982,8.374750321944564
11.0,311942941.5741205,10.0,1471625.9091481217,8.374750321944564
16.0,237179112.64519238,12.0,1755476.3778620332,8.374750321944564
