pol_i,max_distr_time_regret,nr_uncovered_DPs_regret,total_costs_regret,total_uncovered_demand_regret,max_distr_time_sigN,nr_uncovered_DPs_sigN,total_costs_sigN,total_uncovered_demand_sigN
4,0.0,3.0,40491202.921554804,409359.2370697651,19.678632332937514,39.32697547595143,1.5255329809908538e+17,811278710431.4447
11,2.9572245449666337,1.0,135001891.65962243,253247.19092204096,25.127583440278993,37.39298451802018,1.8133984813627907e+17,819533278983.1332
15,3.5551959209060566,1.0,310704189.1799073,213678.19517978095,28.47216153516738,34.08486760092487,2.0794706659898093e+17,737239516683.5444
