i,total_costs,nr_uncovered_DPs,total_uncovered_demand,max_distr_time
3.0,62413000.70372075,15.0,2892016.9027546747,7.566106812786866
11.0,220379761.04201925,13.0,1797445.5655278128,7.566106812786866
12.0,45755858.46280308,16.0,3047676.7009724397,7.566106812786866
15.0,27338342.395438757,17.0,3111058.325812714,7.566106812786866
