i,total_costs,nr_uncovered_DPs,total_uncovered_demand,max_distr_time
14.0,97997269.02574313,15.0,3385461.999109947,10.39535498789915
16.0,189146701.4355045,13.0,3043077.272214216,10.39535498789915
17.0,160563701.8102429,14.0,3279096.410551013,14.705515578902055
