pol_i,max_distr_time_regret,nr_uncovered_DPs_regret,total_costs_regret,total_uncovered_demand_regret,max_distr_time_sigN,nr_uncovered_DPs_sigN,total_costs_sigN,total_uncovered_demand_sigN
9,0.0,3.0,293107548.2938731,1085344.3577256908,24.13475087125108,43.669594895372725,2.212181402901492e+17,1198892719033.6636
10,2.79222948255771,3.0,358322732.7689837,365038.813711016,34.59370833972525,35.78069732566814,2.1536125772254275e+17,852259730290.1449
14,2.79222948255771,4.0,359725036.6713133,1234496.5550768082,34.30090387095046,43.23548390925185,3.140472910612118e+17,1323844780108.709
