i,total_costs,nr_uncovered_DPs,total_uncovered_demand,max_distr_time
1.0,289994641.05408573,10.0,1536512.8258730657,8.920641424537408
10.0,336376772.6701308,9.0,1343521.2766502867,8.920641424537408
11.0,257346855.1203252,11.0,1627371.7453641982,8.374750321944564
