i,total_costs,nr_uncovered_DPs,total_uncovered_demand,max_distr_time
4.0,109611590.96303031,14.0,2685228.2697025705,7.0388615732807525
11.0,263517131.16793326,12.0,1624926.1376861841,7.0388615732807525
12.0,92360399.9964203,15.0,2840948.6321993507,7.1799277889776665
14.0,74764048.92892814,16.0,2902217.880249816,7.0388615732807525
