pol_i,max_distr_time_regret,nr_uncovered_DPs_regret,total_costs_regret,total_uncovered_demand_regret,max_distr_time_sigN,nr_uncovered_DPs_sigN,total_costs_sigN,total_uncovered_demand_sigN
3,0.0,4.0,437701516.3353832,1307061.2817209275,32.195425255996476,49.14735048997148,2.5683017944459677e+17,1486668955360.1704
11,0.0,1.0,530651317.3817152,249631.94059877703,32.195425255996476,40.04551382356754,2.165070951246322e+17,951793781321.28
15,3.054232889116207,6.0,194598562.3118371,1590630.311154766,32.643760802171855,49.06799111199742,1.468429804076799e+17,1188865198694.6206
