pol_i,max_distr_time_regret,nr_uncovered_DPs_regret,total_costs_regret,total_uncovered_demand_regret,max_distr_time_sigN,nr_uncovered_DPs_sigN,total_costs_sigN,total_uncovered_demand_sigN
4,0.8519033476553624,5.0,50847322.719533205,798812.1942184367,27.529516442195497,35.48909472164459,9.54644811145422e+16,863840036900.7524
11,0.8519033476553624,0.0,413517423.38321316,41556.51007736381,27.529516442195497,34.22521325213275,2.0976876339384416e+17,750248650613.0203
12,0.0,5.0,47340.941685676575,798812.1942184367,27.2756886057068,38.17558968619266,9.475776942860754e+16,927857407928.0134
