pol_i,max_distr_time_regret,nr_uncovered_DPs_regret,total_costs_regret,total_uncovered_demand_regret,max_distr_time_sigN,nr_uncovered_DPs_sigN,total_costs_sigN,total_uncovered_demand_sigN
4,0.0,4.0,446517584.2308327,1284635.479730729,19.866612186264497,45.95484675409781,2.0795423462654045e+17,1252843478065.2976
11,2.9113308218159535,1.0,493509079.36902016,252130.0390320886,25.563773189978896,37.784989286252014,1.8610601255114378e+17,843477876023.6241
15,3.8739006020731264,7.0,177156498.91840082,1674418.595702642,29.70360188964884,45.89534656931906,1.0837416336807922e+17,992120097395.7758
