i,total_costs,nr_uncovered_DPs,total_uncovered_demand,max_distr_time
4.0,158037401.36921757,12.0,2531928.0411645076,8.374750321944564
11.0,311942941.5741205,10.0,1471625.9091481217,8.374750321944564
16.0,123189859.33511539,14.0,2748917.6517117536,8.374750321944564
