pol_i,max_distr_time_regret,nr_uncovered_DPs_regret,total_costs_regret,total_uncovered_demand_regret,max_distr_time_sigN,nr_uncovered_DPs_sigN,total_costs_sigN,total_uncovered_demand_sigN
4,0.0,3.0,39804661.57707176,410090.8195715691,19.958422905471384,39.56304549752861,1.4659174884301226e+17,836197902354.4836
11,2.9443189334332907,1.0,135091513.10624397,252882.46325845039,26.487717794409612,37.554064881111245,1.739474697896104e+17,843807952293.1561
15,3.383991453008658,1.0,312341766.00757027,213705.6547914385,27.8468418562827,34.40008277968734,2.0282046525675974e+17,761827308080.0449
