i,total_costs,nr_uncovered_DPs,total_uncovered_demand,max_distr_time
9.0,135163442.40616295,13.0,2623959.021652105,7.809276588319145
10.0,254899093.09451312,11.0,1628543.8063606627,7.809276588319145
14.0,111655269.75317241,13.0,2724919.590387287,8.374750321944564
16.0,80825810.41447733,14.0,2816950.570874884,7.809276588319145
