i,total_costs,nr_uncovered_DPs,total_uncovered_demand,max_distr_time
3.0,80830516.77108508,14.0,2828635.2779144,7.566106812786866
11.0,238797277.10938358,12.0,1734063.940687538,7.566106812786866
15.0,76383513.60322948,15.0,2956355.4849026958,8.384594637087242
17.0,45755858.46280308,16.0,3047676.7009724397,7.566106812786866
