pol_i,max_distr_time_regret,nr_uncovered_DPs_regret,total_costs_regret,total_uncovered_demand_regret,max_distr_time_sigN,nr_uncovered_DPs_sigN,total_costs_sigN,total_uncovered_demand_sigN
4,0.0,3.0,165199771.13136315,1152349.119967402,103.45359236359783,48.50976210244068,3.489988035850791e+17,1039158042792.7683
11,0.0,2.0,309481684.17851734,245832.88833718048,103.45359236359783,42.594175124691546,2.952262415325851e+17,837752462784.9177
12,1.7066428838562322,5.0,387960766.3790815,1458230.1329079266,101.63916860393006,54.449722480522205,4.1629539916376525e+17,1224044051681.731
14,0.0,6.0,196981983.78537393,1507853.6221405943,103.45359236359783,58.35614290752492,3.413842831867304e+17,1190766929975.6438
