i,total_costs,nr_uncovered_DPs,total_uncovered_demand,max_distr_time
4.0,223350020.0946487,13.0,1720887.648355127,3.9072803185092537
11.0,280553741.3237772,12.0,1578953.1321271134,7.525697623087673
16.0,258050271.1773983,12.0,1695329.6576180153,9.160644973147724
18.0,202508623.0614109,14.0,1854237.4168277755,3.854806213265266
