pol_i,max_distr_time_regret,nr_uncovered_DPs_regret,total_costs_regret,total_uncovered_demand_regret,max_distr_time_sigN,nr_uncovered_DPs_sigN,total_costs_sigN,total_uncovered_demand_sigN
13,3.1736726600361536,2.0,9351593.46359682,349686.9150888985,51.95938885545355,66.90156167907473,5.101299239076007e+17,2863745134212.999
15,6.879515131483175,1.0,195603979.69276524,108285.445288104,43.40543745026536,58.35605367863981,5.298418380215065e+17,2544981288215.985
16,4.977859729777968,2.0,131168648.59841204,349493.8614466167,71.70461779373358,64.01730891925301,5.763952622707657e+17,2774138702101.6143
