i,total_costs,nr_uncovered_DPs,total_uncovered_demand,max_distr_time
4.0,127207942.03052247,13.0,2623959.021652105,7.1799277889776665
11.0,281113482.2354254,11.0,1563656.8896357184,7.1799277889776665
14.0,92360399.9964203,15.0,2840948.6321993507,7.1799277889776665
15.0,123189859.33511539,14.0,2748917.6517117536,8.374750321944564
