pol_i,max_distr_time_regret,nr_uncovered_DPs_regret,total_costs_regret,total_uncovered_demand_regret,max_distr_time_sigN,nr_uncovered_DPs_sigN,total_costs_sigN,total_uncovered_demand_sigN
4,0.6446652206118788,0.0,47953529.67069733,0.0,28.642289539195634,30.683497539503268,1.938634803997839e+17,677824886056.9011
11,0.0,1.0,0.0,128738.04036212922,28.734113736414955,32.695733857583306,1.9233502237343894e+17,726782235463.8743
