i,total_costs,nr_uncovered_DPs,total_uncovered_demand,max_distr_time
1.0,240712291.84173504,12.0,1667946.223956377,7.566106812786866
10.0,289242776.79688996,11.0,1477634.9384325012,7.206515166430769
11.0,231791655.5136606,12.0,1694895.5747151934,7.264532943805664
15.0,266774315.19906977,11.0,1603574.3586454496,8.982303889232508
17.0,213374139.4462963,13.0,1758277.1995554683,3.9693590887956267
