i,total_costs,nr_uncovered_DPs,total_uncovered_demand,max_distr_time
3.0,291640374.01870656,11.0,1496821.5051883492,7.809276588319145
10.0,289068982.6110659,11.0,1563656.8896357184,7.809276588319145
14.0,324164530.5706384,10.0,1471625.9091481217,8.920641424537408
16.0,271472631.54357374,12.0,1624926.1376861841,7.809276588319145
