i,total_costs,nr_uncovered_DPs,total_uncovered_demand,max_distr_time
4.0,110943485.65887569,14.0,2701705.617230799,7.206515166430769
11.0,268910245.9971742,12.0,1607134.280003937,7.206515166430769
12.0,94286343.417958,15.0,2857365.4154485636,7.264532943805664
15.0,75868827.35059369,16.0,2920747.0402888386,7.206515166430769
