i,total_costs,nr_uncovered_DPs,total_uncovered_demand,max_distr_time
4.0,129361001.72624,13.0,2638323.992390524,7.264532943805664
11.0,287327762.06453854,11.0,1543752.655163662,7.264532943805664
15.0,124913998.5583844,14.0,2766044.1993788197,8.384594637087242
17.0,94286343.417958,15.0,2857365.4154485636,7.264532943805664
