i,total_costs,nr_uncovered_DPs,total_uncovered_demand,max_distr_time
3.0,289994641.05408573,10.0,1536512.8258730657,8.920641424537408
10.0,324164530.5706384,10.0,1471625.9091481217,8.920641424537408
11.0,265560809.9580754,11.0,1664617.4583709007,8.374750321944564
