i,total_costs,nr_uncovered_DPs,total_uncovered_demand,max_distr_time
3.0,240712291.84173504,12.0,1667946.223956377,7.566106812786866
10.0,275239007.66084915,12.0,1607134.280003937,7.566106812786866
11.0,238797277.10938358,12.0,1734063.940687538,7.566106812786866
15.0,273779936.7947927,11.0,1642742.724617794,8.982303889232508
17.0,220379761.04201925,13.0,1797445.5655278128,7.566106812786866
