i,total_costs,nr_uncovered_DPs,total_uncovered_demand,max_distr_time
10.0,301281224.71055824,10.0,1435552.2571378835,7.1799277889776665
14.0,158037401.36921757,12.0,2531928.0411645076,8.374750321944564
16.0,127207942.03052247,13.0,2623959.021652105,7.1799277889776665
