i,total_costs,nr_uncovered_DPs,total_uncovered_demand,max_distr_time
0.0,75003487.51815808,16.0,2980852.410558311,11.633119543552914
2.0,101416482.1884636,13.0,1764793.6468895962,2.181758237331814
4.0,45801468.942707255,17.0,2930164.6414196393,5.37620853067241
14.0,22457706.42975882,17.0,2997126.545387334,3.8449568187158327
