pol_i,max_distr_time_regret,nr_uncovered_DPs_regret,total_costs_regret,total_uncovered_demand_regret,max_distr_time_sigN,nr_uncovered_DPs_sigN,total_costs_sigN,total_uncovered_demand_sigN
8,12.40507041675885,2.0,377491456.4110166,311774.91874865815,64.85259596356619,38.09094124406495,2.062440346534715e+17,783191651712.1993
10,1.9297757196305998,3.0,91386766.27946997,364414.6443047435,21.19635132426069,34.126124241842184,1.6310451640109824e+17,770311864082.6555
14,3.452317965484129,3.0,282975942.2548256,364414.6443047435,28.69239414859581,30.88878116812754,2.0379632835450048e+17,690375718822.6067
