SP0,FL0,FL1,FL2,FL3,FL4,FL5,FL6,FL7,FL8,FL9,FL10,FL11,FL12,FL13,FL14,FL15,FL16,FL17,FL18,FL19,DP0,DP1,DP2,DP3,DP4,DP5,DP6,DP7,DP8,DP9,DP10,DP11,DP12,DP13,DP14,DP15,DP16,DP17,DP18,DP19,DP20,DP21,DP22,DP23,DP24,DP25,DP26,DP27,DP28,DP29,DP30,DP31,DP32,DP33,DP34
2648.2,36796.4,834.1,57094.7,2761.6,45190.5,71716.5,37355.8,46177.7,20988.5,32534.4,34280.2,13226.6,27952.6,11801.0,2586.8,14851.7,1871.4,2904.8,39239.0,53898.4,2816.3,17488.8,2696.8,33714.5,14773.0,33493.4,13265.1,22108.5,47544.6,20724.2,49217.7,11238.8,2072.8,28308.4,30145.5,37277.1,22364.5,41390.1,31197.3,0.0,44583.4,3258.8,34686.9,28045.6,24572.2,46462.1,254.3,21298.0,25375.2,23407.5,39831.1,13558.4,42288.7,1722.7,66151.7
41889.2,62589.3,42638.0,29648.2,41426.1,70983.4,33038.5,30248.6,7499.7,31618.7,58327.3,60073.1,31673.8,53745.5,37880.0,41062.2,38031.8,41761.4,41298.5,34782.8,26451.9,41456.7,35257.4,41210.9,59507.4,40416.1,59286.3,31866.5,47901.4,8866.6,23866.8,10539.7,36881.9,41731.8,54101.3,55938.4,9879.1,26146.2,8420.6,56990.2,43470.7,0.0,41237.6,16909.5,53838.5,50365.1,19015.6,43482.6,46941.1,51168.1,26827.6,8382.4,55916.1,24511.3,41998.8,38705.2
1686.0,34782.1,2434.8,54930.6,1474.0,43176.2,69552.4,35191.7,44013.6,18824.4,30520.1,32265.9,11062.5,25938.3,9636.9,859.0,12687.6,1558.2,1208.8,37074.9,51734.3,1295.9,15324.7,1007.7,31700.2,12608.9,31479.1,11101.0,20094.2,45380.5,18560.1,47053.6,9074.7,1528.6,26294.1,28131.2,35113.0,20200.4,39226.0,29183.0,3267.5,42419.3,0.0,32522.8,26031.3,22557.9,44298.0,3279.4,19133.9,23360.9,21243.4,37667.0,15712.9,40124.6,1795.6,63987.6
31948.9,52649.0,32697.7,27809.7,31485.8,61043.1,44000.4,16694.5,18461.6,21678.4,48387.0,50132.8,21733.5,43805.2,27939.7,31121.9,28091.5,31821.1,31358.2,21228.7,24613.4,31516.4,25317.1,31270.6,49567.1,30475.8,49346.0,21926.2,37961.1,19828.5,13926.5,21501.6,26941.6,31791.5,44161.0,45998.1,9561.0,16205.9,13674.0,47049.9,33530.4,16867.3,31297.3,0.0,43898.2,40424.8,17177.1,33542.3,37000.8,41227.8,16887.3,12115.0,45975.8,7670.5,32058.5,36866.7
26147.9,11155.9,26896.7,65806.2,25684.8,19550.0,80428.0,46067.3,54889.2,34338.9,6893.9,8639.7,21658.9,108.4,17788.9,25320.9,28202.1,26020.1,25557.2,47950.5,62609.9,25715.4,30839.2,25469.6,8074.0,16512.3,7852.9,21695.7,9388.1,56256.1,29435.7,57929.2,16752.0,25990.5,7038.9,4505.0,45988.6,31076.0,50101.6,5556.8,27729.4,53294.9,25496.3,43398.4,0.0,3981.9,55173.6,27741.3,17766.5,7007.0,32119.0,48542.6,20502.7,51000.2,26257.5,74863.2
22676.5,12732.1,23425.3,62334.8,22213.4,21126.2,76956.6,42595.9,51417.8,30867.5,8470.1,10215.9,18187.5,3888.3,14317.5,21849.5,24730.7,22548.7,22085.8,44479.1,59138.5,22244.0,27367.8,21998.2,9650.2,13040.9,9429.1,18224.3,5916.7,52784.7,25964.3,54457.8,13280.6,22519.1,4244.1,6081.2,42517.2,27604.6,46630.2,7133.0,24258.0,49823.5,22024.9,39927.0,3981.3,0.0,51702.2,24269.9,14295.1,4083.8,28647.6,45071.2,17031.3,47528.8,22786.1,71391.8
43760.7,64460.8,44509.5,10696.2,43297.6,72854.9,46151.1,32120.1,20612.3,33490.2,60198.8,61944.6,33545.3,55617.0,39751.5,42933.7,39903.3,43632.9,43170.0,36654.3,7499.9,43328.2,37128.9,43082.4,61378.9,42287.6,61157.8,33738.0,49772.9,21979.2,25738.3,23652.3,38753.4,43603.3,55972.8,57809.9,11750.6,28017.7,15824.7,58861.7,45342.2,19018.0,43109.1,17176.4,55710.0,52236.6,0.0,45354.1,48812.6,53039.6,28699.1,14265.7,57787.6,12786.0,43870.3,19753.2
2656.4,36954.4,842.3,57102.9,2769.8,45348.5,71724.7,37364.0,46185.9,20996.7,32692.4,34438.2,13234.8,28110.6,11809.2,2595.0,14859.9,1879.6,2913.0,39247.2,53906.6,2824.5,17497.0,2705.0,33872.5,14781.2,33651.4,13273.3,22266.5,47552.8,20732.4,49225.9,11247.0,2081.0,28466.4,30303.5,37285.3,22372.7,41398.3,31355.3,255.4,44591.6,3267.0,34695.1,28203.6,24730.2,46470.3,0.0,21306.2,25533.2,23415.7,39839.3,13813.8,42296.9,1730.9,66159.9
19506.9,26775.7,20255.7,59165.2,19043.8,35169.8,73787.0,39426.3,48248.2,27697.9,22513.7,24259.5,15017.9,17931.9,11147.9,18679.9,21561.1,19379.1,18916.2,41309.5,55968.9,19074.4,24198.2,18828.6,23693.8,7962.8,23472.7,15054.7,10560.7,49615.1,22794.7,51288.2,10111.0,19349.5,18287.7,20124.8,39347.6,24435.0,43460.6,21176.6,21088.4,46653.9,18855.3,36757.4,18024.9,14551.5,48532.6,21100.3,0.0,13967.0,25478.0,41901.6,21896.5,44359.2,19616.5,68222.2
23455.7,16284.7,24204.5,63114.0,22992.6,24678.8,77735.8,43375.1,52197.0,31646.7,12022.7,13768.5,18966.7,6958.6,15096.7,22628.7,25509.9,23327.9,22865.0,45258.3,59917.7,23023.2,28147.0,22777.4,12051.2,13820.1,12981.7,19003.5,5049.7,53563.9,26743.5,55237.0,14059.8,23298.3,7796.7,9633.8,43296.4,28383.8,47409.4,10685.6,25037.2,50602.7,22804.1,40706.2,7051.6,4060.5,52481.4,25049.1,13974.8,0.0,29426.8,45850.4,17810.5,48308.0,23565.3,72171.0
20707.3,41407.4,21456.1,39339.9,20244.2,49801.5,53961.7,18061.2,28422.9,5624.6,37145.4,38891.2,10491.9,32563.6,16698.1,19880.3,16849.9,20579.5,20116.6,19944.4,36143.6,20274.8,9263.3,20029.0,38325.5,19234.2,38104.4,10684.6,26719.5,29789.8,2969.4,31462.9,15700.0,20549.9,32919.4,34756.5,19522.3,4964.3,23635.3,35808.3,22288.8,26828.6,20055.7,16932.1,32656.6,29183.2,28707.3,22300.7,25759.2,29986.2,0.0,22076.3,34734.2,24533.9,20816.9,48396.9
37130.3,57830.4,37879.1,24889.3,36667.2,66224.5,35500.4,25489.7,9961.6,26859.8,53568.4,55314.2,26914.9,48986.6,33121.1,36303.3,33272.9,37002.5,36539.6,30023.9,21693.0,36697.8,30498.5,36452.0,54748.5,35657.2,54527.4,27107.6,43142.5,11328.5,19107.9,13001.6,32123.0,36972.9,49342.4,51179.5,5120.2,21387.3,5667.6,52231.3,38711.8,8367.3,36478.7,12150.6,49079.6,45606.2,14256.7,38723.7,42182.2,46409.2,22068.7,0.0,51157.2,19752.4,37239.9,33946.3
15084.7,29247.0,13287.1,69531.2,15198.1,37641.1,84153.0,49792.3,58614.2,33425.0,24985.0,26730.8,25527.6,20403.2,21657.6,15023.3,27288.2,14307.9,15341.3,51675.5,66334.9,15252.8,29925.3,15133.3,26165.1,20381.0,25944.0,25564.4,14559.1,59981.1,33160.7,61654.2,20620.7,14509.3,20759.0,22596.1,49713.6,34801.0,53826.6,23647.9,13562.1,57019.9,15695.3,47123.4,20496.2,17022.8,58898.6,13816.4,21635.2,17825.8,35844.0,52267.6,0.0,54725.2,14159.2,78588.2
39586.6,60286.7,40335.4,23414.6,39123.5,68680.8,51638.1,24224.8,26099.3,29316.1,56024.7,57770.5,29371.2,51442.9,35577.4,38759.6,35729.2,39458.8,38995.9,28759.0,20218.3,39154.1,32954.8,38908.3,57204.8,38113.5,56983.7,29563.9,45598.8,27466.2,21564.2,29139.3,34579.3,39429.2,51798.7,53635.8,17198.7,23843.6,21311.7,54687.6,41168.1,24505.0,38935.0,7637.7,51535.9,48062.5,12782.0,41180.0,44638.5,48865.5,24525.0,19752.7,53613.5,0.0,39696.2,32471.6
1179.0,35477.0,889.7,55625.5,1292.4,43871.1,70247.3,35886.6,44708.5,19519.3,31215.0,32960.8,11757.4,26633.2,10331.8,1117.6,13382.5,402.2,1435.6,37769.8,52429.2,1347.1,16019.6,1227.6,32395.1,13303.8,32174.0,11795.9,20789.1,46075.4,19255.0,47748.5,9769.6,603.6,26989.0,28826.1,35807.9,20895.3,39920.9,29877.9,1722.4,43114.2,1789.6,33217.7,26726.2,23252.8,44992.9,1734.3,19828.8,24055.8,21938.3,38361.9,14167.8,40819.5,0.0,64682.5
86964.1,107664.2,87712.9,74723.1,86501.0,116058.3,39062.1,75323.5,43519.5,76693.6,103402.2,105148.0,76748.7,98820.4,82954.9,86137.1,83106.7,86836.3,86373.4,79857.7,71526.8,86531.6,80332.3,86285.8,104582.3,85491.0,104361.2,76941.4,92976.3,45308.8,68941.7,46559.5,81956.8,86806.7,99176.2,101013.3,54954.0,71221.1,54920.9,102065.1,88545.6,50986.7,86312.5,61984.4,98913.4,95440.0,64090.5,88557.5,92016.0,96243.0,71902.5,53457.3,100991.0,69586.2,87073.7,0.0
